,sigma_mi,evoid_ratio,psi,eta,eta/Mtheta,theta,Dp,K,G,iplas,e,q,p,sx,sy,sz,sxy,ea,eps_v,eps_1,eps_2,eps_3,phase,s1,s2,s3,Mtheta,xi_i,Mi
136,5.79128860036847,0.961787283420563,0.0146521105883802,1.17062111196412,0.975534550673352,0.52355812186049,0.00683721968679212,11263.0318220133,8447.27341290231,1,0.490955829480738,6.81888593804406,5.82501513717034,3.55219429321361,10.3709390937408,3.55191202455657,1.34526827525661e-05,6.89898971969635,-0.602944701284151,0.0689898971969635,-0.0314800247171148,-0.0314800247171148,3,10.3709390937361,3.55216882979225,3.55193748798266,1.199979140827059,4.444444444444445,1.1771873649889049
137,5.75385699691,0.961787223815918,0.0144550895714779,1.17103583220503,0.975865671574326,0.523592729677409,0.00674262298471239,11226.1138050955,8419.58563598409,1,0.490956189416121,6.77665684749463,5.78689141102316,3.52799283037612,10.3046626427043,3.52801875998903,1.55877959434741e-05,6.94898009929016,-0.602920705591921,0.0694898009929016,-0.0317300645924877,-0.0317300645924877,3,10.3046626427056,3.5280187678905,3.52799282247342,1.1999969527730632,4.444444444444445,1.1775113149832768
138,5.71728690579964,0.961787223815918,0.0142606366127642,1.17144695010219,0.976215018859205,0.523576699567874,0.00662094962290335,11189.7964160542,8392.34720939657,1,0.490955790758749,6.73524542979236,5.74950948098762,3.50435777807186,10.2396731003071,3.5044975645839,1.19122707912456e-05,6.999003192494089,-0.602947282750091,0.0699900319249409,-0.0319801071891242,-0.0319801071891242,3,10.2396731003005,3.50449082354316,3.50436451911924,1.1999886576946246,4.444444444444445,1.1778056548598557
139,5.68136497636099,0.961787164211273,0.0140689694934763,1.17184291024849,0.976542288335315,0.523583108094745,0.00652246010246945,11154.1138151548,8365.58536519605,1,0.490955898803656,6.69462017558356,5.71289932542518,3.48126703736438,10.1759794410487,3.48145149786251,1.33556660323035e-05,7.0490151746223,-0.602940079756227,0.070490151746223,-0.0322301564652109,-0.0322301564652109,3,10.1759794410465,3.48144694124638,3.48127159398262,1.1999919760219484,4.444444444444445,1.178107058703155
140,5.64614126018522,0.961787164211273,0.0138796840270021,1.17223972675726,0.976870622950352,0.523588753440314,0.00641876327572237,11118.9861653554,8339.24009788234,1,0.490955679941166,6.65477345198506,5.67697306068862,3.4586588905786,10.1134886949447,3.45877159654253,2.02483698824031e-05,7.0990344723484196,-0.602954670588932,0.0709903447234842,-0.0324802083602581,-0.0324802083602581,3,10.1134886949742,3.45876588510929,3.45866460198238,1.1999948603396966,4.444444444444445,1.1784043332158465
141,5.61162095951492,0.961787104606628,0.0136928376987182,1.1726339775797,0.977200667784246,0.523585161379585,0.00630893166487731,11084.4203526707,8313.31497655555,1,0.490955878536255,6.61568556582488,5.64173110275057,3.43647654387494,10.0521881465199,3.4365286178569,2.61049825776037e-05,7.149034246150101,-0.602941430916345,0.071490342461501,-0.0327302654412706,-0.0327302654412706,3,10.0521881466082,3.43653982196496,3.43646533967853,1.199993017031588,4.444444444444445,1.1786931712255397
142,5.57775436189488,0.961787104606628,0.0135086043483279,1.17301673804922,0.977520185601223,0.523583894187602,0.00620803988523653,11050.441944271,8287.83196457491,1,0.4909557332414,6.57733462287275,5.60719601541454,3.41477512529813,9.99208576364482,3.41472715730067,2.80697281390072e-05,7.1990535626333605,-0.602951117240011,0.0719905356263336,-0.0329803255941327,-0.0329803255941327,3,9.99208576374433,3.41477964737448,3.41472263512482,1.1999923432044086,4.444444444444445,1.1789790927418904
143,5.5445342321041,0.961787045001984,0.0133267439219806,1.1733967589508,0.977837185519208,0.523583119471167,0.00610641312828752,11017.0041334716,8262.75289833736,1,0.490955628928848,6.53970817401557,5.57331332176262,3.39337256252029,9.93311877078793,3.39344863197965,3.68141443402164e-05,7.249073917785689,-0.602958071410121,0.0724907391778569,-0.0332303928683649,-0.0332303928683649,3,9.93311877096843,3.39344026869866,3.39338092562078,1.199991958096536,4.444444444444445,1.1792616064784025
144,5.51193604633389,0.961787045001984,0.0131473364615449,1.1737695066326,0.978146617233417,0.523586036755879,0.00601033239515827,10984.1162419042,8238.08704469669,1,0.490955841296507,6.50278640680789,5.54008794567636,3.37248616989783,9.87527888333034,3.37249878380092,3.7414419965717e-05,7.29906893995758,-0.602943913566186,0.0729906893995758,-0.0334804642073445,-0.0334804642073445,3,9.87527888351486,3.37250086622734,3.37248408728688,1.1999934222054371,4.444444444444445,1.1795421220362465
145,5.47996918385876,0.961786985397339,0.0129702771366359,1.17413854048616,0.978454933517858,0.523584016925832,0.00591184828547374,10951.7551020531,8213.81611889224,1,0.490955743892015,6.46655844382597,5.50749202299693,3.35190655270014,9.81853098484235,3.35203853144829,3.37313069970741e-05,7.34909043375512,-0.6029504071989891,0.0734909043375512,-0.033730542308018,-0.033730542308018,3,9.8185309849784,3.35203854977067,3.35190653424171,1.199992457766815,4.444444444444445,1.1798165979198227
146,5.4485826910812,0.961786985397339,0.0127955524995104,1.17450281625771,0.97875517153547,0.523591985641655,0.00581966532427533,10919.9134484364,8189.9354102685,1,0.49095579461515,6.43100613662243,5.47551359359839,3.3318841670241,9.76285101759219,3.33180559617886,3.2014677760932e-05,7.3991077050083,-0.602947025656631,0.073991077050083,-0.0339806255872983,-0.0339806255872983,3,9.76285101770203,3.33188242011264,3.33180734298049,1.1999965368409256,4.444444444444445,1.180092401506731
147,5.41785625267389,0.961786925792694,0.0126231757659094,1.17486088084538,0.979062353431816,0.523571030728609,0.00571496116967958,10888.591307442,8166.44342316736,1,0.49095593511262,6.39611489598125,5.44414674261238,3.31209410892177,9.70822333990541,3.31212277900998,3.598163457176e-05,7.4491136000954405,-0.602937659158639,0.0744911360009544,-0.0342307126378675,-0.0342307126378675,3,9.70822334004712,3.31213433817491,3.31208254961511,1.1999857585446418,4.444444444444445,1.1803499403915159
148,5.38761577135482,0.961786925792694,0.0124531939182205,1.17520854312929,0.979345845196187,0.523586065584467,0.00563608255287711,10857.7914843224,8143.34394449948,1,0.490955602705063,6.36186436575786,5.41339184589839,3.29271306175289,9.65463475581738,3.29282772012489,3.88663126598745e-05,7.49915488610105,-0.6029598196624391,0.0749915488610105,-0.0344808071208219,-0.0344808071208219,3,9.6546347559902,3.29282033220176,3.29272044950319,1.1999933924198831,4.444444444444445,1.180621864102343
149,5.35799466517167,0.961786866188049,0.0122853624157193,1.17555641702411,0.979638340053606,0.523579814522671,0.00554236116676028,10827.4673389365,8120.60061247832,1,0.490955611032309,6.32825112137391,5.38319626579114,3.27372102863874,9.6020303460293,3.27383742270541,4.50073102455856e-05,7.549163104172941,-0.6029592645127311,0.0754916310417294,-0.0347309060921728,-0.0347309060921728,3,9.60203034628093,3.2738269814285,3.27373146966401,1.1999902096112156,4.444444444444445,1.1808798017699709
